Order ID,Order Date,Dispatch Date,Delivery Date,Seller ID,Product Category,Price,Quantity,Warehouse Zone,Customer Rating,Review Text,Sentiment Score,Return Flag,Complaint Code,Delivery Method,Customer Region
O00343,6/4/2025,6/5/2025,6/10/2025,S010,Toys,433.03,4,Kumasi,5,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,South East
O00344,4/26/2025,4/29/2025,5/3/2025,S002,Electronics,408.75,1,Kano,3,,1,No,No Complaint,Standard,Volta
O00345,6/22/2025,6/25/2025,7/1/2025,S050,Home & Living,294.28,4,Kano,5,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Pickup,Greater Accra
O00346,5/30/2025,6/1/2025,6/5/2025,S036,Home & Living,361.88,3,Lagos,2,"Absolutely love this product, great value for money.",0.65,Yes,No Complaint,Standard,South East
O00347,4/23/2025,4/23/2025,4/26/2025,S038,Home & Living,327.26,4,Kumasi,5,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Pickup,South West
O00348,5/19/2025,5/23/2025,5/28/2025,S006,Health,39.53,1,Kumasi,2,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,Ashanti
O00349,4/22/2025,4/25/2025,4/27/2025,S033,Health,312.5,1,Accra,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,Volta
O00350,5/9/2025,5/10/2025,5/11/2025,S042,Electronics,53.92,2,Kumasi,3,"Met my expectations, nothing more.",0.5,No,No Complaint,Pickup,North Central
O00351,5/21/2025,5/23/2025,5/29/2025,S008,Toys,212.64,1,Lagos,4,"Just received it, will see how it performs over time.",0,No,No Complaint,Standard,Ashanti
O00352,5/14/2025,5/14/2025,5/23/2025,S003,Electronics,98.9,1,Lagos,2,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,South East
O00353,6/23/2025,6/23/2025,6/30/2025,S008,Toys,218.02,2,Kano,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,Volta
O00354,4/18/2025,4/22/2025,4/27/2025,S022,Health,65.03,1,Lagos,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,Greater Accra
O00355,5/28/2025,5/29/2025,6/5/2025,S019,Groceries,398.93,3,Accra,3,Terrible experience. Product was broken.,-0.7,No,No Complaint,Pickup,South East
O00356,4/11/2025,4/11/2025,4/20/2025,S012,Toys,421.53,4,Accra,3,"Met my expectations, nothing more.",0.5,No,No Complaint,Pickup,North Central
O00357,5/17/2025,5/19/2025,5/22/2025,S050,Toys,158.01,4,Kumasi,3,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,South East
O00358,5/5/2025,5/7/2025,5/10/2025,S010,Fashion,337.1,2,Accra,2,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,South West
O00359,4/17/2025,4/19/2025,4/20/2025,S042,Health,84.96,1,Lagos,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,Ashanti
O00360,4/9/2025,4/13/2025,4/15/2025,S005,Groceries,272.33,2,Lagos,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South West
O00361,4/18/2025,4/18/2025,4/26/2025,S026,Electronics,277.88,2,Kumasi,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,Ashanti
O00362,5/18/2025,5/22/2025,5/23/2025,S044,Groceries,494.01,3,Lagos,3,Arrived late and the item looks used.,-0.3,No,No Complaint,Standard,South East
O00363,4/10/2025,4/10/2025,4/10/2025,S041,Electronics,219.82,3,Accra,1,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,North Central
O00364,5/30/2025,5/31/2025,6/5/2025,S033,Home & Living,411.17,4,Kano,4,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,Ashanti
O00365,4/17/2025,4/20/2025,4/27/2025,S036,Home & Living,144.34,2,Accra,4,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,South East
O00366,5/12/2025,5/12/2025,5/17/2025,S027,Toys,301.92,1,Kumasi,3,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,Greater Accra
O00367,5/3/2025,5/6/2025,5/7/2025,S025,Health,44.02,1,Lagos,4,Item arrived in perfect condition and works well.,1,No,No Complaint,Pickup,Volta
O00368,4/22/2025,4/26/2025,5/3/2025,S011,Groceries,44.27,4,Kano,5,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Volta
O00369,6/24/2025,6/27/2025,7/6/2025,S010,Electronics,328.93,2,Kano,3,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,Volta
O00370,5/14/2025,5/17/2025,5/18/2025,S047,Electronics,338.05,3,Kano,3,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,Volta
O00371,5/29/2025,6/1/2025,6/8/2025,S008,Groceries,497.79,3,Accra,4,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,Ashanti
O00372,6/25/2025,6/29/2025,7/7/2025,S038,Electronics,53.5,1,Accra,2,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,Ashanti
O00373,5/31/2025,6/3/2025,6/3/2025,S019,Groceries,217.12,3,Kumasi,3,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Standard,Volta
O00374,6/1/2025,6/5/2025,6/11/2025,S025,Toys,490.81,3,Accra,3,Superb service and product. Will buy again.,1,No,No Complaint,Standard,South West
O00375,6/22/2025,6/25/2025,7/2/2025,S049,Fashion,84.68,1,Kano,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,Volta
O00376,4/11/2025,4/15/2025,4/18/2025,S006,Health,129.39,2,Accra,4,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Standard,South East
O00377,4/30/2025,4/30/2025,5/4/2025,S031,Electronics,53.67,3,Lagos,5,,-0.75,No,No Complaint,Standard,Greater Accra
O00378,5/24/2025,5/28/2025,5/31/2025,S043,Fashion,393.19,2,Accra,3,,0.58,No,No Complaint,Pickup,Volta
O00379,5/26/2025,5/26/2025,5/30/2025,S037,Fashion,138.93,2,Lagos,3,,-0.3,No,No Complaint,Pickup,South West
O00380,4/12/2025,4/14/2025,4/16/2025,S036,Groceries,127.14,1,Lagos,3,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Pickup,Ashanti
O00381,5/25/2025,5/26/2025,6/1/2025,S010,Electronics,229.13,4,Lagos,2,Superb service and product. Will buy again.,1,No,No Complaint,Express,North Central
O00382,6/9/2025,6/13/2025,6/16/2025,S038,Electronics,291.55,4,Lagos,3,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,South East
O00383,6/5/2025,6/6/2025,6/8/2025,S034,Electronics,465.99,2,Lagos,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,Greater Accra
O00384,6/23/2025,6/25/2025,7/1/2025,S032,Fashion,270.92,2,Kano,3,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,South East
O00385,5/29/2025,5/31/2025,6/1/2025,S011,Home & Living,49.65,1,Lagos,2,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Express,North Central
O00386,6/2/2025,6/3/2025,6/11/2025,S016,Health,479.09,2,Accra,4,Arrived late and the item looks used.,-0.3,No,No Complaint,Standard,Volta
O00387,4/11/2025,4/14/2025,4/14/2025,S034,Groceries,244.88,1,Lagos,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,Ashanti
O00388,6/17/2025,6/20/2025,6/22/2025,S050,Toys,384.76,1,Accra,5,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,Ashanti
O00389,4/14/2025,4/18/2025,4/19/2025,S019,Health,414.35,1,Accra,1,"Met my expectations, nothing more.",0.5,Yes,Wrong Color,Pickup,Greater Accra
O00390,4/12/2025,4/16/2025,4/19/2025,S048,Health,76.23,4,Kumasi,3,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,Volta
O00391,4/29/2025,5/3/2025,5/4/2025,S003,Groceries,61.78,2,Kano,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,South East
O00392,4/9/2025,4/13/2025,4/15/2025,S013,Health,84.49,3,Kano,2,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,Greater Accra
O00393,4/7/2025,4/11/2025,4/18/2025,S010,Toys,247.45,2,Kano,3,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,South West
O00394,6/5/2025,6/7/2025,6/11/2025,S015,Health,220.87,1,Kumasi,2,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Ashanti
O00395,6/11/2025,6/14/2025,6/14/2025,S049,Fashion,59.51,4,Kano,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,South East
O00396,6/20/2025,6/24/2025,6/30/2025,S049,Health,498.38,1,Kano,3,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,Greater Accra
O00397,5/28/2025,5/31/2025,6/5/2025,S019,Home & Living,95.14,4,Lagos,3,,0.58,No,No Complaint,Express,South East
O00398,5/2/2025,5/6/2025,5/8/2025,S027,Toys,74.05,4,Kano,3,"Met my expectations, nothing more.",0.5,No,No Complaint,Pickup,South West
O00399,6/6/2025,6/10/2025,6/15/2025,S015,Fashion,212.92,2,Lagos,5,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Standard,Ashanti
O00400,4/9/2025,4/11/2025,4/15/2025,S010,Electronics,131.8,2,Kano,1,"Just received it, will see how it performs over time.",0,No,No Complaint,Standard,Volta
O00401,4/8/2025,4/12/2025,4/12/2025,S030,Home & Living,382.54,2,Kumasi,3,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,South West
O00402,4/30/2025,5/4/2025,5/8/2025,S010,Electronics,418.81,1,Accra,5,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Standard,South East
O00403,4/7/2025,4/7/2025,4/9/2025,S012,Health,480.19,4,Accra,3,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,South West
O00404,4/21/2025,4/24/2025,4/30/2025,S022,Fashion,326.58,1,Accra,2,Very disappointed. Not what was shown online.,-0.975,Yes,No Complaint,Standard,Volta
O00405,6/21/2025,6/24/2025,6/25/2025,S046,Fashion,433.68,4,Lagos,4,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,North Central
O00406,5/27/2025,5/31/2025,6/5/2025,S037,Health,194.19,4,Kumasi,3,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,North Central
O00407,5/16/2025,5/16/2025,5/16/2025,S017,Electronics,478.55,1,Kano,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,North Central
O00408,6/1/2025,6/4/2025,6/4/2025,S020,Home & Living,471.99,2,Kano,5,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,South East
O00409,5/23/2025,5/27/2025,6/2/2025,S040,Fashion,28.83,4,Kano,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,Ashanti
O00410,5/11/2025,5/11/2025,5/11/2025,S016,Groceries,448.61,4,Kumasi,1,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,North Central
O00411,6/24/2025,6/27/2025,6/27/2025,S031,Health,83.58,4,Kano,3,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,North Central
O00412,5/14/2025,5/14/2025,5/20/2025,S008,Home & Living,33.44,4,Kano,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,South East
O00413,4/22/2025,4/24/2025,5/1/2025,S032,Home & Living,45.32,4,Kano,1,Item arrived in perfect condition and works well.,1,No,No Complaint,Express,North Central
O00414,5/29/2025,6/1/2025,6/4/2025,S010,Toys,199.92,3,Kumasi,4,"Just received it, will see how it performs over time.",0,No,No Complaint,Standard,South East
O00415,6/24/2025,6/26/2025,7/5/2025,S042,Home & Living,334.07,4,Kano,1,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,South West
O00416,5/14/2025,5/15/2025,5/20/2025,S045,Home & Living,384.54,4,Lagos,1,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,South West
O00417,5/11/2025,5/11/2025,5/19/2025,S048,Fashion,450.46,4,Accra,3,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,Ashanti
O00418,4/28/2025,5/1/2025,5/4/2025,S016,Health,110.79,1,Lagos,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Ashanti
O00419,6/19/2025,6/20/2025,6/29/2025,S011,Groceries,325.51,2,Kumasi,4,Low quality. Would not recommend at all.,0,No,No Complaint,Express,North Central
O00420,5/19/2025,5/20/2025,5/25/2025,S015,Fashion,153.48,4,Kumasi,4,"Just received it, will see how it performs over time.",0,No,No Complaint,Express,Volta
O00421,4/28/2025,5/1/2025,5/2/2025,S026,Health,460.95,4,Lagos,2,"Just received it, will see how it performs over time.",0,No,No Complaint,Standard,South West
O00422,4/11/2025,4/11/2025,4/19/2025,S034,Electronics,464.76,3,Kumasi,3,Arrived late and the item looks used.,-0.3,No,No Complaint,Standard,North Central
O00423,5/5/2025,5/5/2025,5/6/2025,S048,Toys,279.55,2,Kumasi,5,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,Greater Accra
O00424,4/28/2025,5/1/2025,5/3/2025,S018,Fashion,127.94,1,Kumasi,5,Superb service and product. Will buy again.,1,No,No Complaint,Standard,Ashanti
O00425,5/5/2025,5/6/2025,5/12/2025,S029,Health,326.45,3,Accra,5,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,Greater Accra
O00426,5/21/2025,5/22/2025,5/26/2025,S027,Groceries,136.63,3,Kumasi,4,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Standard,North Central
O00427,4/9/2025,4/12/2025,4/17/2025,S028,Toys,235.66,4,Kano,4,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,Greater Accra
O00428,4/9/2025,4/13/2025,4/14/2025,S035,Health,141.97,4,Accra,2,Superb service and product. Will buy again.,1,No,No Complaint,Pickup,South East
O00429,5/22/2025,5/24/2025,5/30/2025,S050,Groceries,55.02,2,Lagos,5,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South West
O00430,4/7/2025,4/11/2025,4/11/2025,S018,Electronics,369.07,3,Kumasi,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,Greater Accra
O00431,5/2/2025,5/6/2025,5/12/2025,S028,Home & Living,155.8,3,Kano,4,Low quality. Would not recommend at all.,0,No,No Complaint,Standard,South West
O00432,5/26/2025,5/27/2025,6/5/2025,S033,Electronics,439.8,1,Accra,1,Low quality. Would not recommend at all.,0,No,No Complaint,Pickup,Ashanti
O00433,6/19/2025,6/22/2025,6/29/2025,S025,Groceries,365.97,1,Kano,2,Superb service and product. Will buy again.,1,No,No Complaint,Standard,North Central
O00434,6/25/2025,6/26/2025,6/30/2025,S014,Groceries,332.2,1,Lagos,4,Low quality. Would not recommend at all.,0,No,No Complaint,Express,South West
O00435,5/13/2025,5/14/2025,5/22/2025,S003,Health,311.83,3,Kumasi,3,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,North Central
O00436,6/21/2025,6/22/2025,7/1/2025,S009,Fashion,273.96,4,Lagos,5,"Met my expectations, nothing more.",0.5,No,No Complaint,Pickup,South East
O00437,4/20/2025,4/20/2025,4/21/2025,S042,Health,418.01,2,Kano,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,Greater Accra
O00438,5/21/2025,5/23/2025,5/29/2025,S009,Health,342.41,4,Kano,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Pickup,Ashanti
O00439,5/29/2025,6/1/2025,6/4/2025,S050,Health,256,2,Lagos,4,"Just received it, will see how it performs over time.",0,No,No Complaint,Standard,Volta
O00440,4/8/2025,4/9/2025,4/13/2025,S018,Health,444.24,3,Accra,4,Superb service and product. Will buy again.,1,No,No Complaint,Pickup,South East
O00441,6/15/2025,6/19/2025,6/28/2025,S037,Home & Living,10.92,3,Kumasi,4,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Pickup,Volta
O00442,5/1/2025,5/5/2025,5/8/2025,S014,Groceries,184.19,1,Accra,3,Low quality. Would not recommend at all.,0,No,No Complaint,Standard,South West
O00443,6/9/2025,6/11/2025,6/18/2025,S031,Groceries,438.39,1,Kumasi,2,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Greater Accra
O00444,5/7/2025,5/8/2025,5/9/2025,S038,Electronics,354.44,4,Accra,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,South East
O00445,5/10/2025,5/10/2025,5/12/2025,S002,Home & Living,21.24,3,Kumasi,1,Superb service and product. Will buy again.,1,No,No Complaint,Standard,North Central
O00446,5/24/2025,5/28/2025,5/31/2025,S039,Home & Living,394.6,2,Kano,4,Item arrived in perfect condition and works well.,1,No,No Complaint,Pickup,Volta
O00447,6/1/2025,6/1/2025,6/7/2025,S004,Health,225.7,4,Lagos,3,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,North Central
O00448,5/31/2025,6/2/2025,6/10/2025,S006,Health,192,1,Accra,5,Item arrived in perfect condition and works well.,1,No,No Complaint,Standard,South East
O00449,5/4/2025,5/7/2025,5/10/2025,S046,Fashion,324.86,1,Kumasi,4,Superb service and product. Will buy again.,1,No,No Complaint,Express,Volta
O00450,6/11/2025,6/14/2025,6/20/2025,S022,Fashion,67.98,2,Lagos,4,Low quality. Would not recommend at all.,0,No,No Complaint,Standard,South West
O00451,4/19/2025,4/22/2025,5/1/2025,S044,Health,298.01,1,Kano,3,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,Volta
O00452,6/25/2025,6/29/2025,7/4/2025,S041,Toys,22.84,1,Kumasi,4,Low quality. Would not recommend at all.,0,No,No Complaint,Express,Ashanti
O00453,5/10/2025,5/12/2025,5/21/2025,S029,Home & Living,156.38,1,Accra,5,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,North Central
O00454,6/2/2025,6/6/2025,6/10/2025,S030,Fashion,120.52,1,Accra,4,,-0.75,No,No Complaint,Standard,Volta
O00455,5/3/2025,5/7/2025,5/10/2025,S021,Electronics,223.24,4,Accra,2,Fake product and horrible packaging.,-0.75,Yes,Wrong Item,Express,South West
O00456,4/19/2025,4/21/2025,4/21/2025,S032,Health,366.69,2,Lagos,4,Superb service and product. Will buy again.,1,No,No Complaint,Pickup,Greater Accra
O00457,5/10/2025,5/13/2025,5/21/2025,S035,Groceries,13.44,1,Accra,4,"Just received it, will see how it performs over time.",0,No,No Complaint,Standard,South East
O00458,4/10/2025,4/14/2025,4/21/2025,S019,Groceries,331.91,4,Lagos,1,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,Greater Accra
O00459,4/26/2025,4/29/2025,5/6/2025,S001,Fashion,138.24,3,Accra,5,"Just received it, will see how it performs over time.",0,No,No Complaint,Standard,South West
O00460,4/13/2025,4/14/2025,4/22/2025,S024,Home & Living,191.89,3,Kumasi,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,South East
O00461,4/15/2025,4/18/2025,4/25/2025,S017,Electronics,42.03,1,Lagos,1,Low quality. Would not recommend at all.,0,No,No Complaint,Express,Volta
O00462,6/13/2025,6/16/2025,6/17/2025,S022,Fashion,285.38,1,Kumasi,3,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,South East
O00463,5/17/2025,5/18/2025,5/25/2025,S001,Electronics,180.2,3,Kano,4,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,Volta
O00464,6/12/2025,6/16/2025,6/25/2025,S006,Electronics,72.71,4,Kumasi,5,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,Greater Accra
O00465,6/5/2025,6/5/2025,6/9/2025,S035,Groceries,395.98,2,Kano,5,Low quality. Would not recommend at all.,0,No,No Complaint,Standard,South West
O00466,4/15/2025,4/16/2025,4/20/2025,S044,Groceries,135.7,3,Accra,4,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,Greater Accra
O00467,6/10/2025,6/14/2025,6/22/2025,S013,Fashion,237.33,1,Lagos,2,"Met my expectations, nothing more.",0.5,Yes,Wrong Color,Pickup,South East
O00468,6/19/2025,6/20/2025,6/28/2025,S011,Health,362.8,3,Lagos,5,Arrived late and the item looks used.,-0.3,No,No Complaint,Express,North Central
O00469,6/8/2025,6/12/2025,6/13/2025,S042,Health,285,1,Kumasi,3,Item arrived in perfect condition and works well.,1,No,No Complaint,Standard,North Central
O00470,5/28/2025,5/28/2025,5/28/2025,S034,Home & Living,275.85,3,Kano,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,South West
O00471,5/5/2025,5/5/2025,5/14/2025,S022,Health,120.81,2,Kano,2,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Ashanti
O00472,6/12/2025,6/13/2025,6/14/2025,S037,Fashion,426.49,2,Accra,5,Item arrived in perfect condition and works well.,1,No,No Complaint,Standard,Volta
O00473,4/14/2025,4/17/2025,4/24/2025,S007,Health,235.48,3,Lagos,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,Volta
O00474,4/16/2025,4/17/2025,4/19/2025,S034,Groceries,64.85,3,Kano,1,"Just received it, will see how it performs over time.",0,No,No Complaint,Express,Greater Accra
O00475,4/23/2025,4/27/2025,4/30/2025,S023,Groceries,108.67,3,Kano,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South West
O00476,5/26/2025,5/30/2025,6/4/2025,S005,Health,381.63,4,Lagos,2,,1,No,No Complaint,Express,Ashanti
O00477,4/14/2025,4/15/2025,4/24/2025,S027,Toys,473.85,4,Kano,4,,0.458333333,No,No Complaint,Pickup,South West
O00478,4/22/2025,4/24/2025,5/1/2025,S013,Groceries,280.73,4,Lagos,3,,-0.75,No,No Complaint,Express,South East
O00479,6/5/2025,6/8/2025,6/14/2025,S043,Home & Living,201.46,3,Lagos,5,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Standard,Greater Accra
O00480,5/22/2025,5/26/2025,5/28/2025,S029,Groceries,196.41,3,Kumasi,2,Item arrived in perfect condition and works well.,1,No,No Complaint,Pickup,South East
O00481,5/24/2025,5/27/2025,6/4/2025,S007,Home & Living,56.08,4,Kumasi,4,"Just received it, will see how it performs over time.",0,No,No Complaint,Pickup,Greater Accra
O00482,6/4/2025,6/4/2025,6/11/2025,S043,Fashion,320.95,3,Accra,4,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Standard,Greater Accra
O00483,5/20/2025,5/23/2025,5/24/2025,S019,Health,229.33,2,Kumasi,3,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Standard,Greater Accra
O00484,6/19/2025,6/21/2025,6/22/2025,S016,Fashion,430.02,3,Kumasi,2,"Met my expectations, nothing more.",0.5,No,No Complaint,Pickup,Ashanti
O00485,6/20/2025,6/24/2025,6/28/2025,S042,Fashion,303.08,3,Kano,3,Superb service and product. Will buy again.,1,No,No Complaint,Express,South West
O00486,6/17/2025,6/19/2025,6/27/2025,S007,Fashion,311.5,2,Kumasi,5,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South West
O00487,6/11/2025,6/11/2025,6/17/2025,S025,Home & Living,257.55,4,Kumasi,2,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,South East
O00488,5/21/2025,5/22/2025,5/28/2025,S010,Fashion,168.28,4,Kumasi,2,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,South West
O00489,5/9/2025,5/9/2025,5/12/2025,S018,Home & Living,55.58,4,Kano,5,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Standard,South East
O00490,5/1/2025,5/3/2025,5/11/2025,S015,Toys,48.91,1,Lagos,5,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Express,South West
O00491,6/1/2025,6/4/2025,6/12/2025,S014,Toys,274.99,3,Kumasi,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South East
O00492,4/11/2025,4/11/2025,4/15/2025,S033,Electronics,412.6,4,Kumasi,3,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South West
O00493,6/16/2025,6/19/2025,6/28/2025,S027,Electronics,411.44,4,Lagos,3,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Standard,Volta
O00494,4/15/2025,4/15/2025,4/19/2025,S024,Electronics,65.34,2,Accra,3,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Volta
O00495,5/17/2025,5/18/2025,5/27/2025,S026,Electronics,453.63,3,Kano,4,Item arrived in perfect condition and works well.,1,No,No Complaint,Standard,Greater Accra
O00496,5/4/2025,5/4/2025,5/8/2025,S028,Health,223.4,4,Kano,5,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,Greater Accra
O00497,6/3/2025,6/5/2025,6/5/2025,S040,Electronics,423.43,3,Accra,2,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,South East
O00498,6/12/2025,6/15/2025,6/21/2025,S008,Toys,169.3,4,Kano,2,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,Greater Accra
O00499,5/25/2025,5/27/2025,5/30/2025,S033,Electronics,495.95,3,Kumasi,5,"Just received it, will see how it performs over time.",0,No,No Complaint,Express,Ashanti
O00500,6/20/2025,6/24/2025,6/26/2025,S049,Health,115.61,3,Lagos,4,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,North Central
O00501,4/29/2025,5/2/2025,5/2/2025,S029,Fashion,210.07,4,Accra,4,Item arrived in perfect condition and works well.,1,No,No Complaint,Express,Greater Accra
O00502,6/25/2025,6/26/2025,6/28/2025,S003,Fashion,396.34,1,Accra,5,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South East
O00503,6/17/2025,6/19/2025,6/20/2025,S018,Home & Living,338.66,3,Lagos,3,Low quality. Would not recommend at all.,0,No,No Complaint,Standard,Volta
O00504,6/24/2025,6/28/2025,7/5/2025,S033,Fashion,235.58,4,Kano,2,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,Greater Accra
O00505,6/20/2025,6/23/2025,6/23/2025,S015,Toys,403.15,3,Lagos,1,,0,No,No Complaint,Express,North Central
O00506,6/21/2025,6/21/2025,6/23/2025,S041,Health,459.86,3,Lagos,5,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,Greater Accra
O00507,5/27/2025,5/27/2025,5/30/2025,S036,Electronics,414.76,3,Lagos,5,Superb service and product. Will buy again.,1,No,No Complaint,Standard,South West
O00508,5/17/2025,5/19/2025,5/25/2025,S022,Health,314.46,1,Kano,4,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Pickup,Ashanti
O00509,6/11/2025,6/15/2025,6/18/2025,S025,Health,321.19,4,Kumasi,1,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,North Central
O00510,6/6/2025,6/9/2025,6/17/2025,S037,Health,16.08,4,Kano,5,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Standard,South West
O00511,5/19/2025,5/21/2025,5/29/2025,S025,Toys,46.38,1,Kano,1,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,North Central
O00512,6/7/2025,6/11/2025,6/16/2025,S045,Health,427.61,1,Kumasi,5,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,Ashanti
O00513,5/25/2025,5/29/2025,5/29/2025,S012,Home & Living,100.81,3,Lagos,3,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,Greater Accra
